date,open,high,low,close
2025-06-09 00:00:00,3316.82007,3317.29004,3311.11011,3311.82007
2025-06-09 00:15:00,3311.81006,3311.81006,3304.82007,3310.1499
2025-06-09 00:30:00,3310.23999,3311.97998,3301.84009,3302.94995
2025-06-09 00:45:00,3302.93994,3305.73999,3298.5,3305.51001
2025-06-09 01:00:00,3305.51001,3309.52002,3301.30005,3305.61011
2025-06-09 01:15:00,3305.61011,3309.11011,3303.97998,3306.72998
2025-06-09 01:30:00,3306.70996,3308.78003,3303.03003,3307.38989
2025-06-09 01:45:00,3307.3501,3308.09009,3295.15991,3295.98999
2025-06-09 02:00:00,3296.1001,3299.09009,3293.65991,3297.98999
2025-06-09 02:15:00,3298.02002,3305.98999,3297.05005,3301.8501
2025-06-09 02:30:00,3301.84009,3304.94995,3300.3501,3302.61011
2025-06-09 02:45:00,3302.63989,3307.62988,3302.63989,3305.61011
2025-06-09 03:00:00,3305.59009,3309.12988,3305.56006,3307.77002
2025-06-09 03:15:00,3307.77002,3308.92993,3304.42993,3304.43994
2025-06-09 03:30:00,3304.44995,3309.53003,3304.36011,3308.88989
2025-06-09 03:45:00,3308.88989,3312.09009,3308.87012,3310.82007
2025-06-09 04:00:00,3310.80005,3312.15991,3309.37988,3310.94995
2025-06-09 04:15:00,3310.94995,3313.13989,3310.56006,3312.22998
2025-06-09 04:30:00,3312.22998,3313.52002,3310.26001,3312.37988
2025-06-09 04:45:00,3312.37988,3312.70996,3310.68994,3311.80005
2025-06-09 05:00:00,3311.80005,3312.80005,3309.6499,3311.51001
2025-06-09 05:15:00,3311.56006,3312.34009,3309.86011,3312.03003
2025-06-09 05:30:00,3312.02002,3315.40991,3310.3999,3315.3999
2025-06-09 05:45:00,3315.41992,3316.62988,3314.23999,3314.73999
2025-06-09 06:00:00,3314.72998,3317.22998,3312.55005,3316.87988
2025-06-09 06:15:00,3316.92993,3320.5,3316.15991,3318.86011
2025-06-09 06:30:00,3318.86011,3320.6499,3317.61011,3320.23999
2025-06-09 06:45:00,3320.23999,3324.94995,3319.59009,3324.45996
2025-06-09 07:00:00,3324.46997,3325.51001,3321.61011,3323.84009
2025-06-09 07:15:00,3323.84009,3328.52002,3322.8501,3325.63989
2025-06-09 07:30:00,3325.63989,3326.32007,3321.87012,3326.09009
2025-06-09 07:45:00,3326.08008,3327.3501,3323.98999,3324.21997
2025-06-09 08:00:00,3324.26001,3325.57007,3322.82007,3323.51001
2025-06-09 08:15:00,3323.52002,3324.8999,3321.87012,3324.8999
2025-06-09 08:30:00,3324.92993,3325.69995,3322.67993,3323.37988
2025-06-09 08:45:00,3323.37012,3323.81006,3319.8501,3319.87988
2025-06-09 09:00:00,3319.93994,3323.54004,3319.59009,3323.23999
2025-06-09 09:15:00,3323.22998,3323.44995,3316.91992,3318.77002
2025-06-09 09:30:00,3318.80005,3322.47998,3318.17993,3321.87012
2025-06-09 09:45:00,3321.87988,3322.41992,3318.78003,3318.83008
2025-06-09 10:00:00,3318.82007,3319.78003,3316.84009,3319.34009
2025-06-09 10:15:00,3319.36011,3319.72998,3315.81006,3316.96997
2025-06-09 10:30:00,3316.96997,3317.0,3312.63989,3312.93994
2025-06-09 10:45:00,3312.98999,3314.87988,3312.31006,3314.79004
2025-06-09 11:00:00,3314.78003,3317.77002,3314.31006,3316.94995
2025-06-09 11:15:00,3316.97998,3318.93994,3315.59009,3318.43994
2025-06-09 11:30:00,3318.43994,3321.17993,3317.13989,3320.71997
2025-06-09 11:45:00,3320.72998,3321.41992,3313.78003,3317.53003
2025-06-09 12:00:00,3317.52002,3318.68994,3313.63989,3315.53003
2025-06-09 12:15:00,3315.61011,3318.36011,3313.12988,3318.25
2025-06-09 12:30:00,3318.27002,3322.53003,3317.86011,3319.47998
2025-06-09 12:45:00,3319.46997,3321.06006,3315.6001,3320.13989
2025-06-09 13:00:00,3320.13989,3320.62012,3314.59009,3315.76001
2025-06-09 13:15:00,3315.75,3316.30005,3310.84009,3313.88989
2025-06-09 13:30:00,3314.01001,3317.92993,3310.93994,3314.13989
2025-06-09 13:45:00,3314.13989,3321.80005,3313.96997,3319.40991
2025-06-09 14:00:00,3319.3999,3326.56006,3317.57007,3325.8501
2025-06-09 14:15:00,3325.86011,3326.8501,3320.37012,3322.04004
2025-06-09 14:30:00,3322.08008,3322.73999,3316.17993,3318.41992
2025-06-09 14:45:00,3318.42993,3321.38989,3318.1001,3320.88989
