date,open,high,low,close
2025-04-30 00:00:00,3317.37988,3328.05005,3311.54004,3313.21997
2025-04-30 01:00:00,3313.21997,3322.83008,3307.86011,3308.26001
2025-04-30 02:00:00,3308.21997,3313.23999,3305.1001,3306.80005
2025-04-30 03:00:00,3306.77002,3311.32007,3303.78003,3304.82007
2025-04-30 04:00:00,3304.80005,3309.04004,3301.40991,3308.1499
2025-04-30 05:00:00,3308.13989,3314.73999,3307.71997,3309.63989
2025-04-30 06:00:00,3309.61011,3311.32007,3305.03003,3305.94995
2025-04-30 07:00:00,3305.94995,3314.77002,3303.16992,3307.20996
2025-04-30 08:00:00,3307.25,3307.7998,3280.2998,3284.60986
2025-04-30 09:00:00,3284.56006,3287.02002,3275.11011,3275.83984
2025-04-30 10:00:00,3276.02002,3281.0,3271.91992,3272.66992
2025-04-30 11:00:00,3272.68994,3281.81006,3268.33984,3272.17993
2025-04-30 12:00:00,3272.3999,3304.92993,3266.97998,3298.76001
2025-04-30 13:00:00,3298.66992,3319.93018,3296.25,3309.27002
2025-04-30 14:00:00,3308.92993,3313.80005,3292.93994,3309.8999
2025-04-30 15:00:00,3310.26001,3314.85986,3298.97998,3308.02978
2025-04-30 16:00:00,3308.15991,3314.41992,3307.23999,3310.83008
2025-04-30 17:00:00,3310.80005,3313.56006,3304.98999,3305.33984
2025-04-30 18:00:00,3305.32007,3307.93018,3300.47998,3301.80005
2025-04-30 19:00:00,3301.81006,3305.95996,3292.15991,3295.81006
2025-04-30 20:00:00,3295.75,3298.02002,3283.14014,3289.21997
2025-04-30 21:00:00,3289.1499,3301.6499,3287.06006,3287.06006
2025-04-30 22:00:00,3287.07007,3290.32007,3271.37012,3274.04004
2025-04-30 23:00:00,3274.13989,3285.3501,3269.86499,3272.95996
2025-05-01 00:00:00,3271.39014,3276.45508,3241.18994,3246.60498
2025-05-01 01:00:00,3246.79004,3251.43994,3234.56982,3239.02002
2025-05-01 02:00:00,3238.98999,3251.88989,3235.2251,3241.58496
2025-05-01 03:00:00,3241.54004,3242.8501,3228.94507,3229.51001
2025-05-01 04:00:00,3229.51001,3232.11011,3221.31006,3226.65991
2025-05-01 05:00:00,3226.77002,3238.97998,3223.46997,3236.82007
2025-05-01 06:00:00,3236.84009,3243.28003,3233.89014,3235.77002
2025-05-01 07:00:00,3235.78003,3237.1001,3226.0498,3230.18994
2025-05-01 08:00:00,3230.18994,3236.87012,3230.10986,3235.23999
2025-05-01 09:00:00,3235.23999,3236.27002,3215.52002,3218.70996
2025-05-01 10:00:00,3218.65991,3225.43018,3213.6499,3223.06982
2025-05-01 11:00:00,3222.86011,3227.18018,3203.46997,3205.72998
2025-05-01 12:00:00,3205.63989,3232.78003,3202.06006,3226.88989
2025-05-01 13:00:00,3226.81006,3233.41992,3218.82495,3224.51489
2025-05-01 14:00:00,3224.8501,3231.6499,3214.33008,3219.20996
2025-05-01 15:00:00,3219.19995,3221.87988,3204.95996,3216.58984
2025-05-01 16:00:00,3216.56006,3220.72022,3209.03003,3219.57007
2025-05-01 17:00:00,3219.57007,3220.95996,3209.9502,3214.64014
2025-05-01 18:00:00,3214.66992,3226.87012,3212.87988,3223.97998
2025-05-01 19:00:00,3224.02002,3229.84009,3223.96997,3228.33984
2025-05-01 20:00:00,3228.30005,3239.86011,3228.13989,3238.8501
2025-05-01 21:00:00,3239.28003,3252.02002,3221.92993,3227.51001
2025-05-01 22:00:00,3227.52002,3243.42993,3227.52002,3238.03003
2025-05-01 23:00:00,3238.06006,3241.78003,3234.71997,3237.47998
2025-05-02 00:00:00,3237.8501,3244.40478,3227.48999,3231.18994
2025-05-02 01:00:00,3231.37988,3237.66992,3231.35986,3236.66992
2025-05-02 02:00:00,3236.61011,3249.32007,3235.95996,3248.08984
2025-05-02 03:00:00,3248.23999,3258.87012,3245.93994,3255.02002
2025-05-02 04:00:00,3255.04004,3257.68018,3250.55005,3251.8999
2025-05-02 05:00:00,3251.88989,3257.07007,3249.60986,3252.08984
2025-05-02 06:00:00,3251.96997,3262.52978,3246.38989,3252.94995
2025-05-02 07:00:00,3252.94995,3263.52002,3251.52978,3259.07007
2025-05-02 08:00:00,3259.1001,3261.81982,3255.40991,3258.26001
2025-05-02 09:00:00,3258.32007,3267.21997,3255.12988,3265.37988
2025-05-02 10:00:00,3265.37988,3265.83984,3257.38989,3259.53003
2025-05-02 11:00:00,3259.55005,3269.3999,3258.15991,3262.77002
2025-05-02 12:00:00,3262.76001,3265.02002,3250.33008,3250.51001
2025-05-02 13:00:00,3250.36011,3259.72022,3239.45508,3250.80518
2025-05-02 14:00:00,3250.67993,3264.66992,3242.27002,3262.87988
2025-05-02 15:00:00,3262.86011,3264.26001,3230.34009,3231.62012
2025-05-02 16:00:00,3231.63989,3236.34522,3222.93994,3225.03003
2025-05-02 17:00:00,3225.07007,3239.82007,3223.67993,3231.52002
2025-05-02 18:00:00,3231.51001,3232.52002,3224.43994,3226.42993
2025-05-02 19:00:00,3226.42993,3234.62988,3226.40991,3233.62012
2025-05-02 20:00:00,3233.71997,3241.53003,3232.72998,3240.47998
2025-05-02 21:00:00,3239.92993,3239.93994,3239.8999,3239.91992
